"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 09","2,071.13","1,963.79","2,167.29","1,765.49","2.36B","4.80%"
"Feb 09","1,976.23","2,214.75","2,358.44","1,937.15","1.77B","-11.66%"
"Jan 09","2,236.98","2,451.69","2,608.15","2,086.09","1.68B","-8.61%"
"Dec 08","2,447.62","2,429.98","2,513.43","2,227.09","1.44B","0.71%"
"Nov 08","2,430.31","2,601.71","2,755.12","2,128.29","1.92B","-6.23%"
"Oct 08","2,591.76","3,057.27","3,130.25","2,178.73","3.11B","-14.69%"
"Sep 08","3,038.20","3,353.33","3,431.08","2,924.13","2.72B","-9.73%"
"Aug 08","3,365.63","3,343.80","3,456.81","3,243.75","1.36B","-0.07%"
"Jul 08","3,367.82","3,341.83","3,410.71","3,089.50","2.17B","0.45%"
"Jun 08","3,352.81","3,775.39","3,777.97","3,298.05","1.94B","-11.25%"
"May 08","3,777.85","3,835.38","3,900.30","3,695.40","2.14B","-1.23%"
"Apr 08","3,825.02","3,620.24","3,841.91","3,612.72","2.10B","5.43%"
"Mar 08","3,628.06","3,715.59","3,715.59","3,417.25","2.18B","-2.59%"
"Feb 08","3,724.50","3,817.28","3,905.50","3,649.34","1.94B","-1.80%"
"Jan 08","3,792.80","4,393.53","4,411.59","3,528.88","2.60B","-13.79%"
"Dec 07","4,399.72","4,389.01","4,502.80","4,279.54","1.41B","0.11%"
"Nov 07","4,394.95","4,491.64","4,497.32","4,176.30","2.40B","-2.11%"
"Oct 07","4,489.79","4,361.59","4,489.79","4,332.45","2.26B","2.47%"
"Sep 07","4,381.71","4,297.96","4,404.10","4,131.48","1.87B","2.03%"
"Aug 07","4,294.56","4,264.28","4,374.67","4,028.72","2.18B","-0.49%"
"Jul 07","4,315.69","4,471.80","4,564.03","4,208.16","1.80B","-3.88%"
"Jun 07","4,489.77","4,516.03","4,572.82","4,330.27","2.20B","-0.51%"
"May 07","4,512.65","4,401.94","4,522.24","4,331.36","2.37B","2.74%"
"Apr 07","4,392.34","4,177.31","4,434.06","4,163.77","2.21B","5.05%"
"Mar 07","4,181.03","4,084.64","4,207.76","3,906.15","2.23B","2.30%"
"Feb 07","4,087.12","4,190.98","4,278.22","4,068.05","1.58B","-2.19%"
"Jan 07","4,178.54","4,128.90","4,210.63","4,077.88","1.73B","1.42%"
"Dec 06","4,119.94","3,993.03","4,147.38","3,914.46","1.13B","3.33%"
"Nov 06","3,987.23","4,003.80","4,118.40","3,951.94","1.58B","-0.44%"
"Oct 06","4,004.80","3,902.03","4,047.54","3,858.87","1.46B","2.70%"
"Sep 06","3,899.41","3,808.99","3,921.15","3,709.81","1.40B","2.38%"
"Aug 06","3,808.70","3,687.82","3,829.40","3,632.51","1.14B","3.16%"
"Jul 06","3,691.87","3,648.91","3,711.52","3,462.77","1.11B","1.18%"
"Jun 06","3,648.92","3,634.82","3,688.89","3,379.66","1.73B","0.32%"
"May 06","3,637.17","3,839.24","3,897.40","3,527.05","1.91B","-5.28%"
"Apr 06","3,839.90","3,859.99","3,892.35","3,749.71","1.26B","-0.36%"
"Mar 06","3,853.74","3,775.23","3,881.69","3,702.04","1.53B","2.10%"
"Feb 06","3,774.51","3,686.16","3,840.56","3,637.93","424.95M","2.25%"
"Jan 06","3,691.41","3,578.73","3,707.63","3,515.07","-","3.14%"
"Dec 05","3,578.93","3,448.23","3,621.89","3,448.23","-","3.83%"
"Nov 05","3,447.07","3,320.21","3,493.40","3,288.07","-","3.82%"
"Oct 05","3,320.15","3,429.45","3,464.24","3,212.07","-","-3.16%"
"Sep 05","3,428.51","3,265.10","3,438.76","3,264.20","-","5.05%"
"Aug 05","3,263.78","3,326.17","3,370.84","3,196.65","-","-1.89%"
"Jul 05","3,326.51","3,179.38","3,346.56","3,079.89","-","4.56%"
"Jun 05","3,181.54","3,077.86","3,198.89","3,077.86","-","3.41%"
"May 05","3,076.70","2,931.97","3,096.84","2,931.97","-","5.00%"
"Apr 05","2,930.10","3,055.18","3,100.72","2,911.48","-","-4.11%"
"Mar 05","3,055.73","3,056.45","3,117.77","3,019.29","-","-0.08%"
"Feb 05","3,058.32","2,984.63","3,091.64","2,982.06","-","2.47%"
"Jan 05","2,984.59","2,952.29","2,989.61","2,914.00","-","1.14%"
"Dec 04","2,951.01","2,874.21","2,960.97","2,867.54","-","2.59%"
"Nov 04","2,876.39","2,811.15","2,932.93","2,808.03","-","2.30%"
"Oct 04","2,811.72","2,728.29","2,849.56","2,727.76","-","3.13%"
"Sep 04","2,726.30","2,676.22","2,797.87","2,676.22","-","2.08%"
"Aug 04","2,670.79","2,716.71","2,716.71","2,559.88","-","-1.81%"
"Jul 04","2,720.05","2,818.56","2,842.81","2,638.59","-","-3.24%"
"Jun 04","2,811.08","2,749.40","2,847.48","2,710.40","-","2.24%"
"May 04","2,749.62","2,786.50","2,830.18","2,630.21","-","-1.36%"
"Apr 04","2,787.48","2,788.83","2,919.57","2,779.19","-","-0.00%"
"Mar 04","2,787.49","2,893.70","2,965.15","2,680.04","-","-3.65%"
"Feb 04","2,893.18","2,839.24","2,936.51","2,808.69","-","1.90%"
"Jan 04","2,839.13","2,760.84","2,911.43","2,760.84","-","2.84%"
"Dec 03","2,760.66","2,631.57","2,771.51","2,631.57","-","4.95%"
"Nov 03","2,630.47","2,575.90","2,673.95","2,530.64","-","2.15%"
"Oct 03","2,575.04","2,396.69","2,596.40","2,382.76","-","7.48%"
"Sep 03","2,395.87","2,557.53","2,654.30","2,374.64","-","-6.29%"
