"Date","Dernier","Ouv.","Plus Haut","Plus Bas","Vol.","Variation %"
"24/10/2012","1.371,43","1.368,09","1.376,51","1.355,76","-","0,47%"
"23/10/2012","1.364,95","1.396,39","1.398,10","1.361,12","-","-2,47%"
"22/10/2012","1.399,47","1.402,78","1.408,21","1.395,68","-","-0,10%"
"19/10/2012","1.400,93","1.413,02","1.414,26","1.398,88","-","-1,24%"
"18/10/2012","1.418,45","1.418,80","1.421,31","1.411,46","-","-0,06%"
"17/10/2012","1.419,29","1.408,92","1.420,67","1.407,14","-","1,22%"
"16/10/2012","1.402,13","1.378,86","1.404,71","1.378,85","-","2,00%"
"15/10/2012","1.374,62","1.365,29","1.381,99","1.365,23","-","0,27%"
"12/10/2012","1.370,96","1.375,51","1.379,66","1.368,39","-","-0,34%"
"11/10/2012","1.375,64","1.357,19","1.379,56","1.353,81","-","1,10%"
"10/10/2012","1.360,65","1.364,42","1.365,75","1.357,31","-","-0,49%"
"09/10/2012","1.367,35","1.382,31","1.385,63","1.364,53","-","-1,00%"
"08/10/2012","1.381,22","1.395,92","1.396,64","1.377,88","-","-1,66%"
"05/10/2012","1.404,47","1.385,27","1.407,73","1.384,81","-","1,44%"
"04/10/2012","1.384,48","1.377,14","1.387,31","1.372,11","-","0,74%"
"03/10/2012","1.374,36","1.374,57","1.379,64","1.366,91","-","-0,34%"
"02/10/2012","1.379,07","1.380,05","1.388,10","1.368,48","-","-0,04%"
"01/10/2012","1.379,65","1.354,06","1.384,25","1.353,19","-","1,75%"
"28/09/2012","1.355,94","1.378,82","1.385,83","1.353,65","-","-1,18%"
"27/09/2012","1.372,19","1.370,18","1.378,14","1.368,55","-","0,49%"
"26/09/2012","1.365,51","1.395,44","1.395,50","1.363,97","-","-2,74%"
"25/09/2012","1.404,03","1.393,75","1.406,19","1.389,44","-","0,76%"
"24/09/2012","1.393,49","1.401,83","1.402,65","1.386,71","-","-0,93%"
"21/09/2012","1.406,60","1.400,35","1.414,08","1.399,62","-","0,75%"
"20/09/2012","1.396,14","1.404,11","1.404,15","1.386,61","-","-0,98%"
"19/09/2012","1.409,95","1.406,01","1.413,51","1.399,17","-","0,43%"
"18/09/2012","1.403,93","1.414,98","1.416,42","1.397,85","-","-1,04%"
"17/09/2012","1.418,70","1.422,92","1.422,92","1.413,14","-","-0,41%"
"14/09/2012","1.424,48","1.392,57","1.428,87","1.392,57","-","3,14%"
"13/09/2012","1.381,09","1.383,23","1.385,32","1.373,91","-","-0,01%"
"12/09/2012","1.381,27","1.377,35","1.391,44","1.372,98","-","0,43%"
"11/09/2012","1.375,42","1.364,69","1.377,58","1.356,48","-","0,81%"
"10/09/2012","1.364,42","1.366,68","1.369,99","1.361,32","-","-0,35%"
"07/09/2012","1.369,23","1.349,39","1.370,09","1.348,59","-","1,52%"
"06/09/2012","1.348,71","1.315,17","1.349,48","1.315,08","-","2,59%"
"05/09/2012","1.314,62","1.306,87","1.319,81","1.298,16","-","0,33%"
"04/09/2012","1.310,24","1.330,28","1.330,28","1.309,16","-","-1,34%"
"03/09/2012","1.327,97","1.315,70","1.328,89","1.311,98","-","0,68%"
"31/08/2012","1.318,96","1.302,78","1.327,22","1.299,84","-","1,26%"
"30/08/2012","1.302,49","1.317,73","1.317,73","1.299,30","-","-0,99%"
"29/08/2012","1.315,55","1.319,71","1.322,53","1.312,46","-","-0,46%"
"28/08/2012","1.321,66","1.323,60","1.325,09","1.314,87","-","-0,30%"
"27/08/2012","1.325,61","1.318,43","1.326,22","1.316,25","-","0,45%"
"24/08/2012","1.319,63","1.321,57","1.325,39","1.308,59","-","-0,39%"
"23/08/2012","1.324,85","1.327,88","1.339,18","1.316,54","-","0,34%"
"22/08/2012","1.320,38","1.336,40","1.336,96","1.318,43","-","-1,32%"
"21/08/2012","1.338,08","1.321,67","1.340,67","1.321,13","-","1,49%"
"20/08/2012","1.318,40","1.325,12","1.329,87","1.312,27","-","-0,13%"
"17/08/2012","1.320,10","1.318,91","1.327,03","1.317,62","-","0,03%"
"16/08/2012","1.319,68","1.304,94","1.319,83","1.302,01","-","0,96%"
"15/08/2012","1.307,13","1.313,12","1.313,12","1.304,05","-","-0,39%"
"14/08/2012","1.312,29","1.307,35","1.318,93","1.306,96","-","0,42%"
"13/08/2012","1.306,77","1.304,47","1.313,37","1.299,83","-","-0,12%"
"10/08/2012","1.308,33","1.308,41","1.308,64","1.294,34","-","-0,11%"
"09/08/2012","1.309,78","1.311,57","1.316,89","1.301,11","-","0,02%"
"08/08/2012","1.309,58","1.309,01","1.310,60","1.299,07","-","-0,35%"
"07/08/2012","1.314,12","1.300,20","1.314,75","1.299,02","-","0,80%"
"06/08/2012","1.303,75","1.293,47","1.308,14","1.287,46","-","1,01%"
"03/08/2012","1.290,76","1.243,51","1.295,61","1.243,51","-","3,95%"
"02/08/2012","1.241,74","1.266,48","1.291,97","1.239,79","-","-2,32%"
"01/08/2012","1.271,19","1.266,94","1.274,13","1.263,82","-","0,34%"
"31/07/2012","1.266,90","1.273,65","1.276,85","1.263,64","-","-0,38%"
"30/07/2012","1.271,69","1.259,07","1.274,47","1.258,91","-","0,56%"
"27/07/2012","1.264,61","1.241,63","1.265,12","1.232,76","-","1,84%"
"26/07/2012","1.241,81","1.197,09","1.244,95","1.192,03","-","3,88%"
"25/07/2012","1.195,39","1.190,30","1.205,32","1.187,27","-","0,25%"
"24/07/2012","1.192,41","1.201,53","1.207,49","1.189,21","-","-0,75%"
"23/07/2012","1.201,37","1.222,04","1.222,04","1.192,52","-","-2,84%"
"20/07/2012","1.236,51","1.263,05","1.263,38","1.234,28","-","-2,15%"
"19/07/2012","1.263,64","1.252,84","1.266,22","1.252,60","-","1,05%"
"18/07/2012","1.250,54","1.238,18","1.252,05","1.233,81","-","1,54%"
"17/07/2012","1.231,53","1.241,01","1.247,97","1.227,23","-","-0,47%"
"16/07/2012","1.237,40","1.235,19","1.240,83","1.227,82","-","0,14%"
"13/07/2012","1.235,62","1.215,59","1.237,56","1.214,99","-","1,81%"
"12/07/2012","1.213,66","1.230,21","1.230,28","1.208,57","-","-1,58%"
"11/07/2012","1.233,18","1.234,69","1.240,72","1.226,24","-","0,00%"
"10/07/2012","1.233,17","1.226,36","1.243,98","1.224,56","-","0,48%"
"09/07/2012","1.227,25","1.231,38","1.233,99","1.221,75","-","-0,45%"
